Worksheet Row,Item / Pin Name,Current Column C,Current Column D,Recommended Column C,Recommended Column D,Priority,Why / Where to update,Pin Connection Guideline,Additional Info,Power Group,Decap,Decap Additional Info
215,NAND,,,No. NAND interface is not used.,UPDATE,UPDATE,Rows 258-281 all NOT USED.,Yes,,,,
216,USB,,,No. HPS USB ULPI interface is not used.,UPDATE,UPDATE,Rows 285-308 all NOT USED.,Yes,,,,
217,EMAC,,,,,INFO,No change recommended from available schematic/QSF evidence.,Yes,,,,
218,I2C,,,No for HPS dedicated I2C unless the HPS pinmux really exposes I2C0 on HPS_IO pins. Fabric i2c_scl/i2c_sda on bank 5B is not HPS dedicated I2C.,UPDATE,UPDATE,"top.v uses fabric i2c1 plus HVIO pins, not HPS I2C top ports.",Yes,,,,
219,I3C,,,No. HPS I3C is not used.,UPDATE,UPDATE,Rows 376-381 all NOT USED.,Yes,,,,
220,SPI,,,No. HPS SPI is not used; RF SPI is fabric HSIO spi_* in bank 2A_B.,UPDATE,UPDATE,Rows 385-402 all NOT USED.,Yes,,,,
221,UART,,,No. HPS UART is not used; FPGA/GPS/AMBE UART signals are fabric/HVIO pins.,UPDATE,UPDATE,Rows 406-413 all NOT USED.,Yes,,,,
222,Trace,,,No. HPS trace is not used.,UPDATE,UPDATE,Rows 417-433 all NOT USED.,Yes,,,,
224,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
225,HPS_OSC_CLK,connected to 25 MHz,OK,25 MHz HPS_OSC_CLK is present; keep and verify oscillator voltage matches VCCIO_HPS=1.8 V.,OK,OK,Schematic page 13 shows HPS_OSC_CLK_25MHZ.,"Select one of the 48 HPS dedicated I/O. For details of the supported frequency, refer to the Agilex 3 FPGAs and SoCs Device Data Sheet.","Clock input pin that drives the main PLL. / Connect a single-ended clock source to this pin. The I/O standard of the clock source must be compatible with VCCIO_HPS. / If you do not intend to utilize the HPS, you cannot use the HPS_OSC_CLK.",,,
227,HPS JTAG,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
228,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
229,JTAG_TCK,Not used,NOT USED,Not used; set HPS JTAG section row 212 to No.,NOT USED,NOT USED,No HPS JTAG route intended.,HPS_IOB_9,"HPS JTAG test clock input pin. / Connect this pin through a 1-kohm - 10-kohm pull-down resistor to GND. Do not drive voltage higher than the VCCIO_HPS supply. / You can use the FPGA dedicated JTAG pins as an option to access the HPS JTAG. / If you do not intend to utilize the HPS, you cannot use the HPS_IOB pins.",,,
230,JTAG_TMS,Not used,NOT USED,Not used; set HPS JTAG section row 212 to No.,NOT USED,NOT USED,No HPS JTAG route intended.,HPS_IOB_10,"HPS JTAG test mode select input pin. / Connect this pin to a 1-kohm - 10-kohm pull-up resistor to the VCCIO_HPS supply. Do not drive voltage higher than the VCCIO_HPS supply. / You can use the FPGA dedicated JTAG pins as an option to access the HPS JTAG. / If you do not intend to utilize the HPS, you cannot use the HPS_IOB pins.",,,
231,JTAG_TDO,Not used,NOT USED,Not used; set HPS JTAG section row 212 to No.,NOT USED,NOT USED,No HPS JTAG route intended.,HPS_IOB_11,"HPS JTAG test data output pin. / You can use the FPGA dedicated JTAG pins as an option to access the HPS JTAG. / If you do not intend to utilize the HPS, you cannot use the HPS_IOB pins.",,,
232,JTAG_TDI,Not used,NOT USED,Not used; set HPS JTAG section row 212 to No.,NOT USED,NOT USED,No HPS JTAG route intended.,HPS_IOB_12,"HPS JTAG test data input pin. / Connect this pin to a 1-kohm - 10-kohm pull-up resistor to the VCCIO_HPS supply. Do not drive voltage higher than the VCCIO_HPS supply. / You can use the FPGA dedicated JTAG pins as an option to access the HPS JTAG. / If you do not intend to utilize the HPS, you cannot use the HPS_IOB pins.",,,
234,HPS GPIO,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
235,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
236,GPIO0_IO[0..23],Connected correctly,OK,Confirm actual HPS pinmux: only mark GPIO0_IO used for pins not consumed by SDMMC/EMAC2. Otherwise mark not used/covered by peripheral rows.,WARNING,WARNING,HPS pins are multiplexed; generic GPIO OK can hide conflicts.,HPS_IOA_[1..24] / HPS_IOB_[1..24],"General purpose input output. / Ensure that the I/O standard used is compatible with VCCIO_HPS. / Supports 1.8 V LVCMOS I/O standard. / If you do not intend to utilize the HPS, these pins are in tristate mode with a weak pull-up enabled. Ensure that the weak high state of each pin does not cause issues with external circuitry.",,,
237,GPIO1_IO[0..23],Connected correctly,OK,Confirm actual HPS pinmux: only mark GPIO1_IO used for pins not consumed by SDMMC/EMAC2. Otherwise mark not used/covered by peripheral rows.,WARNING,WARNING,HPS pins are multiplexed; generic GPIO OK can hide conflicts.,HPS_IOA_[1..24] / HPS_IOB_[1..24],"General purpose input output. / Ensure that the I/O standard used is compatible with VCCIO_HPS. / Supports 1.8 V LVCMOS I/O standard. / If you do not intend to utilize the HPS, these pins are in tristate mode with a weak pull-up enabled. Ensure that the weak high state of each pin does not cause issues with external circuitry.",,,
239,HPS SDMMC,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
240,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
241,SDMMC_CLK,Connected correctly,OK,SDMMC_CLK used for 4-bit microSD; verify selected HPS pin group and series resistor/level-shifter path.,OK,OK,Schematic page 13 shows microSD interface.,Group 1: HPS_IOA_3 / Group 2: HPS_IOB_3,SDMMC clock out.,,,
242,SDMMC_CMD,Connected correctly,OK,SDMMC_CMD used; ensure weak pull-up to VCCIO_HPS/translated rail and no MDIO pinmux conflict.,OK,OK,Guideline requires pull-up; schematic shows pull-up/level-shift network.,Group 1: HPS_IOA_8 / Group 2: HPS_IOB_8,"SDMMC command line. / Pull this pin high on the board with a weak pull-up resistor. / For example, a 10-kohm to VCCIO_HPS.",,,
243,SDMMC_DATA0,Connected correctly,OK,SDMMC_DATA0 used.,OK,OK,4-bit microSD.,Group 1: HPS_IOA_1 / Group 2: HPS_IOB_1,SDMMC Data 0.,,,
244,SDMMC_DATA1,Connected correctly,OK,SDMMC_DATA1 used.,OK,OK,4-bit microSD.,Group 1: HPS_IOA_2 / Group 2: HPS_IOB_2,SDMMC Data 1.,,,
245,SDMMC_DATA2,Connected correctly,OK,SDMMC_DATA2 used.,OK,OK,4-bit microSD.,Group 1: HPS_IOA_6 / Group 2: HPS_IOB_6,SDMMC Data 2.,,,
246,SDMMC_DATA3,Connected correctly,OK,SDMMC_DATA3 used/card-detect behavior reviewed; ensure no MDIO2 overlap on HPS_IOA_7 if MDIO group 1 is selected.,WARNING,WARNING,MDIO2 can share HPS_IOA_7/A8 alternate pins; use MDIO2 group 2 if SDMMC uses group 1.,Group 1: HPS_IOA_7 / Group 2: HPS_IOB_7,"SDMMC Data 3. / When using SD card, there is an existing 50-kohm pull-up on SDMMC Data Bit 3 which can be disabled in the HPS software by using the SET_CLR_CARD_DETECT (ACMD42) command. / This is not applicable to the eMMC flash.",,,
247,SDMMC_DATA4,Not used,NOT USED,Not used for 4-bit SD card.,NOT USED,NOT USED,Correct.,Group 1: HPS_IOA_9 / Group 2: HPS_IOB_9,SDMMC Data 4.,,,
248,SDMMC_DATA5,Not used,NOT USED,Not used for 4-bit SD card.,NOT USED,NOT USED,Correct.,Group 1: HPS_IOA_10 / Group 2: HPS_IOB_10,SDMMC Data 5.,,,
249,SDMMC_DATA6,Not used,NOT USED,Not used for 4-bit SD card.,NOT USED,NOT USED,Correct.,Group 1: HPS_IOA_11 / Group 2: HPS_IOB_11,SDMMC Data 6.,,,
250,SDMMC_DATA7,Not used,NOT USED,Not used for 4-bit SD card.,NOT USED,NOT USED,Correct.,Group 1: HPS_IOA_12 / Group 2: HPS_IOB_12,SDMMC Data 7.,,,
251,SDMMC_PWR_ENA,Not used,NOT USED,Not used unless board has software-controlled SD power switch.,NOT USED,NOT USED,Current not used is acceptable.,Group 1: HPS_IOA_14 / Group 2: HPS_IOB_14,SDMMC Power Enable. Device bus power. Control switch to turn power on or off to the card. Optional.,,,
252,SDMMC_WRITE_PROTECT,Not used,NOT USED,Not used unless write-protect switch routed.,NOT USED,NOT USED,Current not used is acceptable.,Group 1: HPS_IOA_5 / Group 2: HPS_IOB_5,SDMMC Write Protect.,,,
253,SDMMC_DATA_STROBE,Not used,NOT USED,Not used for standard 4-bit microSD mode.,NOT USED,NOT USED,Correct.,Group 1: HPS_IOA_16 / Group 2: HPS_IOB_16,SDMMC Data Strobe.,,,
254,SDMMC_PU_PD_DATA2,Not used,NOT USED,Not used; confirm level shifter/SD voltage selection handles 1.8-V operation as intended.,NOT USED,NOT USED,Current not used is acceptable if not using HPS DATA2 pull-up/down control.,Group 1: HPS_IOA_13 / Group 2: HPS_IOB_13,"SDMMC pull-up/pull-down for pin DATA2. Used for 1.8 V operation without a level shifter, and LVSI compatible cards.",,,
256,HPS NAND,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
257,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
258,NAND_ADQ0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_1 / Group 2: HPS_IOB_1,NAND Data Bit 0.,,,
259,NAND_ADQ1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_2 / Group 2: HPS_IOB_2,NAND Data Bit 1.,,,
260,NAND_WE_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_3 / Group 2: HPS_IOB_3,NAND Write Enable. / This is an active-low signal.,,,
261,NAND_RE_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_4 / Group 2: HPS_IOB_4,NAND Read Enable. / This is an active-low signal.,,,
262,NAND_WP_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_5 / Group 2: HPS_IOB_5,NAND Write Protect. / This is an active-low signal.,,,
263,NAND_ADQ2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_6 / Group 2: HPS_IOB_6,NAND Data Bit 2,,,
264,NAND_ADQ3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_7 / Group 2: HPS_IOB_7,NAND Data Bit 3,,,
265,NAND_CLE,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_8 / Group 2: HPS_IOB_8,NAND Command Latch Enable. / This is an active-high signal.,,,
266,NAND_ADQ4,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_9 / Group 2: HPS_IOB_9,NAND Data Bit 4.,,,
267,NAND_ADQ5,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_10 / Group 2: HPS_IOB_10,NAND Data Bit 5.,,,
268,NAND_ADQ6,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_11 / Group 2: HPS_IOB_11,NAND Data Bit 6.,,,
269,NAND_ADQ7,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_12 / Group 2: HPS_IOB_12,NAND Data Bit 7.,,,
270,NAND_ALE,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_13 / Group 2: HPS_IOB_13,NAND Address Latch Enable. / This is an active-high signal.,,,
271,NAND_RB_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_14 / Group 2: HPS_IOB_14,"NAND Ready/Busy. / Connect this pin through a pull-up resistor to VCCIO_HPS. For more information of the pull-up resistor value, refer to the NAND flash specification.",,,
272,NAND_CE_N,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_15 / Group 2: HPS_IOB_15,NAND Chip Enable. / This is an active-low signal.,,,
273,NAND_DQS,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_16 / Group 2: HPS_IOB_16,NAND signal to indicate data valid window.,,,
274,NAND_ADQ8,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_17 / Group 2: HPS_IOB_17,NAND Data Bit 8.,,,
275,NAND_ADQ9,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_18 / Group 2: HPS_IOB_18,NAND Data Bit 9.,,,
276,NAND_ADQ10,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_19 / Group 2: HPS_IOB_19,NAND Data Bit 10.,,,
277,NAND_ADQ11,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_20 / Group 2: HPS_IOB_20,NAND Data Bit 11.,,,
278,NAND_ADQ12,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_21 / Group 2: HPS_IOB_21,NAND Data Bit 12.,,,
279,NAND_ADQ13,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_22 / Group 2: HPS_IOB_22,NAND Data Bit 13.,,,
280,NAND_ADQ14,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_23 / Group 2: HPS_IOB_23,NAND Data Bit 14.,,,
281,NAND_ADQ15,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,Group 1: HPS_IOA_24 / Group 2: HPS_IOB_24,NAND Data Bit 15.,,,
283,HPS USB,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
284,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
285,USB0_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_1,USB0 Clock. / There are two USB controllers (USB0 and USB1) for the Agilex 3 HPS. USB0 supports USB 2.0 and USB1 supports USB 3.1. USB 3.1 pins are for ULPI compatibility only.,,,
286,USB0_STP,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_2,USB0 Stop Data.,,,
287,USB0_DIR,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_3,USB0 Direction.,,,
288,USB0_DATA0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_4,USB0 Data Bit 0.,,,
289,USB0_DATA1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_5,USB0 Data Bit 1.,,,
290,USB0_NXT,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_6,USB0 Next Data.,,,
291,USB0_DATA2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_7,USB0 Data Bit 2.,,,
292,USB0_DATA3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_8,USB0 Data Bit 3,,,
293,USB0_DATA4,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_9,USB0 Data Bit 4.,,,
294,USB0_DATA5,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_10,USB0 Data Bit 5.,,,
295,USB0_DATA6,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_11,USB0 Data Bit 6.,,,
296,USB0_DATA7,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_12,USB0 Data Bit 7.,,,
297,USB1_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_13,USB1 Clock. / There are two USB controllers (USB0 and USB1) for the Agilex 3 HPS. USB0 supports USB 2.0 and USB1 supports USB 3.1. USB 3.1 pins are for ULPI compatibility only.,,,
298,USB1_STP,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_14,USB1 Stop Data.,,,
299,USB1_DIR,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_15,USB1 Direction.,,,
300,USB1_DATA0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_16,USB1 Data Bit 0.,,,
301,USB1_DATA1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_17,USB1 Data Bit 1.,,,
302,USB1_NXT,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_18,USB1 Next Data.,,,
303,USB1_DATA2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_19,USB1 Data Bit 2.,,,
304,USB1_DATA3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_20,USB1 Data Bit 3.,,,
305,USB1_DATA4,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_21,USB1 Data Bit 4.,,,
306,USB1_DATA5,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_22,USB1 Data Bit 5.,,,
307,USB1_DATA6,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_23,USB1 Data Bit 6.,,,
308,USB1_DATA7,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_24,USB1 Data Bit 7.,,,
310,HPS EMAC,,,,,INFO,No change recommended from available schematic/QSF evidence.,,,,,
311,Pin Name,Implementation (User Input),Status (User Input),Implementation (User Input),Status (User Input),INFO,Header row retained for worksheet context.,Pin Connection Guideline,Additional Info,,,
312,EMAC0_TX_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_13,EMAC0 Transmit Clock.,,,
313,EMAC0_TX_CTL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_14,EMAC0 Transmit Control.,,,
314,EMAC0_RX_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_15,EMAC0 Receive Clock.,,,
315,EMAC0_RX_CTL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_16,EMAC0 Receive Control.,,,
316,EMAC0_TXD0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_17,EMAC0 Transmit Data Bit 0.,,,
317,EMAC0_TXD1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_18,EMAC0 Transmit Data Bit 1.,,,
318,EMAC0_RXD0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_19,EMAC0 Receive Data Bit 0.,,,
319,EMAC0_RXD1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_20,EMAC0 Receive Data Bit 1.,,,
320,EMAC0_TXD2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_21,EMAC0 Transmit Data Bit 2.,,,
321,EMAC0_TXD3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_22,EMAC0 Transmit Data Bit 3.,,,
322,EMAC0_RXD2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_23,EMAC0 Receive Data Bit 2.,,,
323,EMAC0_RXD3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_24,EMAC0 Receive Data Bit 3,,,
324,EMAC0_PPS0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_1 / HPS_IOB_1,EMAC0 1PPS signal.,,,
325,EMAC0_PPSTRIG0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_2 / HPS_IOB_2,EMAC0 1PPS trigger signal.,,,
326,EMAC1_TX_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_1,EMAC1 Transmit Clock.,,,
327,EMAC1_TX_CTL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_2,EMAC1 Transmit Control.,,,
328,EMAC1_RX_CLK,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_3,EMAC1 Receive Clock.,,,
329,EMAC1_RX_CTL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_4,EMAC1 Receive Control.,,,
330,EMAC1_TXD0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_5,EMAC1 Transmit Data Bit 0.,,,
331,EMAC1_TXD1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_6,EMAC1 Transmit Data Bit 1.,,,
332,EMAC1_RXD0,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_7,EMAC1 Receive Data Bit 0.,,,
333,EMAC1_RXD1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_8,EMAC1 Receive Data Bit 1.,,,
334,EMAC1_TXD2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_9,EMAC1 Transmit Data Bit 2.,,,
335,EMAC1_TXD3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_10,EMAC1 Transmit Data Bit 3.,,,
336,EMAC1_RXD2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_11,EMAC1 Receive Data Bit 2.,,,
337,EMAC1_RXD3,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOB_12,EMAC1 Receive Data Bit 3.,,,
338,EMAC1_PPS1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_3,EMAC1 1PPS signal.,,,
339,EMAC1_PPSTRIG1,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_4,EMAC1 1PPS trigger signal.,,,
340,EMAC2_TX_CLK,OK,OK,EMAC2_TX_CLK used; confirm HPS pinmux group is EMAC2 on HPS_IOB_13..24.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_13,EMAC2 Transmit Clock.,,,
341,EMAC2_TX_CTL,OK,OK,EMAC2_TX_CTL used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_14,EMAC2 Transmit Control.,,,
342,EMAC2_RX_CLK,OK,OK,EMAC2_RX_CLK used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_15,EMAC2 Receive Clock.,,,
343,EMAC2_RX_CTL,OK,OK,EMAC2_RX_CTL used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_16,EMAC2 Receive Control.,,,
344,EMAC2_TXD0,OK,OK,EMAC2_TXD0 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_17,EMAC2 Transmit Data Bit 0.,,,
345,EMAC2_TXD1,OK,OK,EMAC2_TXD1 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_18,EMAC2 Transmit Data Bit 1.,,,
346,EMAC2_RXD0,OK,OK,EMAC2_RXD0 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_19,EMAC2 Receive Data Bit 0.,,,
347,EMAC2_RXD1,OK,OK,EMAC2_RXD1 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_20,EMAC2 Receive Data Bit 1.,,,
348,EMAC2_TXD2,OK,OK,EMAC2_TXD2 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_21,EMAC2 Transmit Data Bit 2.,,,
349,EMAC2_TXD3,OK,OK,EMAC2_TXD3 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_22,EMAC2 Transmit Data Bit 3.,,,
350,EMAC2_RXD2,OK,OK,EMAC2_RXD2 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_23,EMAC2 Receive Data Bit 2.,,,
351,EMAC2_RXD3,OK,OK,EMAC2_RXD3 used.,OK,OK,Schematic/QSF top use EMAC2.,HPS_IOB_24,EMAC2 Receive Data Bit 3.,,,
352,EMAC2_PPS2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_5 / HPS_IOB_5,EMAC2 1PPS signal.,,,
353,EMAC2_PPSTRIG2,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,HPS_IOA_6 / HPS_IOB_6,EMAC2 1PPS trigger signal.,,,
354,I2C_EMAC2_SDA,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_7 / Group 2: HPS_IOB_9 / Group 3: HPS_IOB_21 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC2 Serial Data.,,,
355,I2C_EMAC2_SCL,NOT USED,NOT USED,NOT USED,NOT USED,OK,No change recommended from available schematic/QSF evidence.,"Group 1: HPS_IOA_8 / Group 2: HPS_IOB_10 / Group 3: HPS_IOB_22 / The I2C protocol requires pull-up resistors to VCCIO_HPS on both the serial data and serial clock signals for them to function correctly. The value of the pull-up resistor varies depending on your board loading, but it is typically 4.7-kohm.",I2C EMAC2 Serial Clock.,,,
